Month,BL,Lab Location,Customer Name,Score,Reason
Feb-17,SL,Tirupur,SPV Design,9,It's really good
Feb-17,SL,Tirupur,Texland Fashion,9,Happy with our service
Feb-17,SL,Tirupur,BBC International,9,Good Communication / No issues
Jan-17,SL,Mumbai,BOMBAY DYEING / BBY,10,Simply Excellent- for whole Team and can rated as 10+
Jan-17,SL,Mumbai,Yes Fashions Pvt. Ltd.,10,"Happy with Inspection services, no issues."
Jan-17,SL,Mumbai,NSK CLOTHINGS,10,"Happy with the services, no issues ,appreciates prompt response."
Jan-17,SL,Mumbai,TUSHA TEXTILES,10,"Excellent services- no additional suggestion are required,everything found perfect"
Jan-17,SL,Mumbai,Stella Moda Fab LLC,10,Fantastic service- Good cooperative team and timely service
Jan-17,SL,Mumbai,Anjani Synthetic,10,"Best people ,quick and fast services."
Jan-17,SL,Mumbai,AMITY LEATHER INTERNATIONAL/MUMBAI,10,Best services specially for people- coordinators active and very helpful.
Jan-17,SL,Gurgaon,Walmart,10,Happy with services.
Jan-17,SL,Gurgaon,MARVEL HOME FASHION,10,Happy with services
Jan-17,SL,Gurgaon,Lamba Footwear,10,Happy with services
Jan-17,SL,Gurgaon,Arnit Creations,10,Happy with services
Jan-17,SL,Gurgaon,Fineline Apparels,10,Happy with services
Jan-17,SL,Gurgaon,Shoe Busy P Ltd,10,Happy with services
Jan-17,SL,Gurgaon,Nuova Shoes,10,Happy with services
Jan-17,SL,Gurgaon,MARVEL HOME FASHION,10,Happy with services
Jan-17,SL,Gurgaon,Walmart,10,Happy with services
Jan-17,SL,Gurgaon,Lyra Industries,10,Happy with services
Jan-17,SL,Gurgaon,Surya Fashion Craft,10,Very happy with the services
Jan-17,SL,Bangalore,Quantum Knits Pvt. Ltd.,10,Best Service
Jan-17,SL,Bangalore,Max Colors,10,"No issues, happy with service"
Jan-17,SL,Bangalore,CONCORD CREATIONS INDIA PVT. LTD,10,Happy with service
Jan-17,SL,Bangalore,SRI KRISHNA SPINNING & WEAVING MILLS PVT LTD,10,Happy with service (Analytical Services)
Jan-17,SL,Bangalore,SHEEN NETTWORK,10,"Good service, happy"
Jan-17,SL,Bangalore,MUCHHALA N. V.,10,Very Good service (Analytical Services)
Jan-17,SL,Bangalore,KABADI ENTERPRISES,10,"Best service, no issues found, good"
Jan-17,SL,Bangalore, RISHAB APPAREL,10,"Good service, no concern"
Jan-17,SL,Bangalore,Grasim Industries Ltd.,10,"No issues found till date, going good happy with service."
Jan-17,SL,Chennai,SHREEJI POLYFAB 1,10,"Going good , happy with service , no concern"
Jan-17,SL,Chennai,ARUNA ASHION EXPORTS 1,10,"Satisfied with service ,Good services"
Jan-17,SL,Chennai,FU-ELLS 1,10,"Happy with service ,good service"
Jan-17,SL,Tirupur,Gene Apparel,10,Happy with our service
Jan-17,SL,Tirupur,Aarthi A1 Traders,10,Good timing & support.
Jan-17,SL,Tirupur,Ultra Clothing,10,Good service from Testing & Inspection
Jan-17,SL,Tirupur,Electra Creation,10,"Good service, no problems at all"
Jan-17,SL,Tirupur,Sugantham Creations,10,Happy with our service
Jan-17,SL,Tirupur,Mantra Exports,10,Everything is good.  
Jan-17,SL,Tirupur,D.P.K.GARMENTS,10,Happy with our service
Jan-17,SL,Tirupur,Rebtex,10,Happy with our service
Feb-17,SL,Mumbai,AVADAT APPARELS/AHMEDABAD,10,"Happy with the services specially with Customer coordinator - found to be helpful and prompt, which was appreciated and they could managed to do their Inspection as per scheduled"
Feb-17,SL,Mumbai,Ashima Ltd - Garment Division,10,All her buyer's recomend Intertek for testing for which receives full technical support and results are authentic.Only INTERTEK name on report self declares it's QUALITY
Feb-17,SL,Mumbai,Artex Apparels,10,Fully satisfy with the services reports on time.
Feb-17,SL,Mumbai,Alok Industries Ltd (Towel),10,Team easily approachable and comfortable with the cooperative team
Feb-17,SL,Gurgaon,Janex,10,Ok
Feb-17,SL,Gurgaon,Akriti Creations,10,Happy with services
Feb-17,SL,Gurgaon,Diamond Exports,10,Happy with services
Feb-17,SL,Gurgaon,KANODIA GLOBAL (P) LTD PANIPAT,10,All services are good and in time.
Feb-17,SL,Gurgaon,Mittal International,10,Very happy. Excellent
Feb-17,SL,Gurgaon,Abhi ashmi International,10,Happy
Feb-17,SL,Bangalore,Concord Creations,10,Happy with service
Feb-17,SL,Bangalore,MUCHHALA N V,10,"Very good service, no concern (Analytical Testing)"
Feb-17,SL,Bangalore,SAPL Industries Private Limited,10,"Good service, no issues (Analytical Testing)"
Feb-17,SL,Bangalore,SHA ENTERPRISES,10,"Very happy with team, good service no concern"
Feb-17,SL,Bangalore,GILWOOD FASHIONS PVT LTD,10,Happy with service
Feb-17,SL,Bangalore,GOKALDAS IMAGES [SUITS DIVISION]/BLR,10,Good and happy with service
Feb-17,SL,Bangalore,APD EXPORTS,10,Good service and best service
Feb-17,SL,Bangalore, BIRDY EXPORTS,10,"No issues, good service"
Feb-17,SL,Bangalore,VEDANT APPARELS,10,Very good service.
Feb-17,SL,Bangalore,BLOOMCRAFT APPARELS,10,"Happy with service, no concern"
Feb-17,SL,Bangalore,RAINBOW OVERSEAS,10,"very happy with service, no concern"
Feb-17,SL,Bangalore,DJS CLOTHING,10,Very happy with service.
Feb-17,SL,Chennai,ARKAY LEATHERS PVT LTD,10,good service
Feb-17,SL,Chennai,ALINA P LTD,10,"Good service, no issues"
Feb-17,SL,Chennai,GEMINI ENTERPRISES,10,"No issues, happy with service"
Feb-17,SL,Tirupur,Sydney Apparels,10,On time test reports / Good service
Feb-17,SL,Tirupur,SKL Exports,10,Happy with our service
Feb-17,SL,Tirupur,Jayachitra Garments,10,Good convenient / sample pickup service / on time test reports
Feb-17,SL,Tirupur,Hero Fashion,10,No problems at all
Feb-17,SL,Tirupur,Cylwin Knit Fashions,10,Excellent service / TAT
Feb-17,SL,Tirupur,Truebalance India,10,Good support  
Feb-17,SL,Tirupur,Uni Source Treend,10,"Good, No issues"
Feb-17,SL,Tirupur, Ultra Clothing,10,Good / very much satisfied
Feb-17,IS,Delhi, IOCL Chennai,9,Intertek inspectors regularly visit to our works and we get reports on time with feedback details
Feb-17,IS,Delhi, ALSTOM Bharat Forge Pvt. Ltd.,9,"Satisfied with Inspectors, reporting time and report quality. Improvement in Inspector turnaround time ( under certain cases )will be highly appreciated"
Feb-17,IS,Delhi,KIRLOSKAR BROTHERS LIMITED.,9,"Inspector working with KBL ,Mr. Joshi is positive and seems taking efforts to get best out put."
Feb-17,IS,Kolkata,Odisha Power Generation Corporation Ltd.,9,"Satisfied with Inspectors, reporting time and report quality."
Feb-17,IS,Delhi,Megha Engineering,9,"Intertek inspectors regularly visit to our works on the behalf of our various overseas customers, we observed good support from Mumbai office Operation Head for scheduling the inspections.During the execution of our one order we have decided to use TPI services & discuss the same with Anil Zawar, he has supported us with immediate decisions for deputing 2 engineers for our assignment one is at Banglore & other is at Panvel , received inspection feed back on daily basis & reports on every week"
Mar-17,Cargo / AA,Jamnagar,hindustan M-T Swaco Limited,9,Good service
Mar-17,Cargo / AA,Jamnagar,Alfa Industries - Ankit Patel,9,excellent service provided by intertek
Mar-17,Cargo / AA,Jamnagar,Reliance Industries Limited,9,good service provided by ALL Time
Mar-17,Cargo / AA,Jamnagar,Bharat Oman Limited,9,extremely nice service provided by Intertek
Mar-17,Cargo / AA,Jamnagar,Essar Oil Limited ( Soumen Mahato),9,good service provided.
Mar-17,Cargo / AA,Jamnagar,Indian Oil Corporation(Rajeev Sharma),9,prompt and reliable service provided
Mar-17,Cargo / AA,Kolkata,ana Industries,9,timely reporting
Mar-17,Cargo / AA,Kolkata,Bunty overseas,9,good service at all time
Mar-17,Cargo / AA,Kolkata,"Paar Global,Rajkot,,Raipur,nagpur",9,very good co-operation from staff & good service provided by Intertek
Mar-17,Cargo / AA,Kolkata,Son Cherry International,9,"Happy with Intertek services, no issue."
Mar-17,Cargo / AA,Kolkata,Jay Baba Bakreswar Rice Mill Pvt. Ltd,9,Very good service provided by Intertek
Mar-17,Cargo / AA,Kolkata,a.k.agri,9,exvellent service
Mar-17,Cargo / AA,Mumbai,Siddharath Grease and Lubes pvt Ltd - Siddhartha Bhaumik,9,Good service with all time.
Mar-17,Cargo / AA,Mumbai, Forbes - Nilesh Bhosale,9,Happy with overall services
Mar-17,Cargo / AA,Mumbai,The Great Eastern Shipping Co. Ltd - Dinkar Poojary,9,excellent service provided by intertek
Mar-17,Cargo / AA,Mumbai,Linde- Dilip Jawale,9,very good service provided at all times
Mar-17,Cargo / AA,Mumbai,Shruti Enterprises - Ashvin Patel,9,excellent service provided by intertek
Mar-17,Cargo / AA,Mumbai, TOTAL OIL INDIA LTD - sanket Gundawar,9,overall service is good
Mar-17,Cargo / AA,Mumbai,Glenmark Pharmaceuticals Ltd Mumbai - Mr Abhay Deshpande,9,satisfied with service provided by intertek
Mar-17,Cargo / AA,Mumbai,Glenmark Pharmaceuticals Ltd Mumbai - Mr Abhay Deshpande,9,Happy with service provided by intertek
Mar-17,Cargo / AA,Mumbai,Castrol - Ramanrai,9,very good service & SATISFIED WITH SERVICE
Mar-17,Cargo / AA,Mumbai,Castrol-aveek,9,very good service Provide by Intertek
Mar-17,Cargo / AA,Mumbai,Glenmark Pharma,9,Good service provided
Mar-17,Cargo / AA,Mumbai,Himadri Chemicals,9,exvellent service Provided by Intertek
Mar-17,Cargo / AA,Mumbai,Indian Oil Corporation ( Rohitosh Garg),9,happy with overall services provided by Intertek
Mar-17,Cargo / AA,Mumbai,Ganesh Benzoplast,9,Happy with all service provided by Intertek
Mar-17,Cargo / AA,Mumbai,Hindustan petroleum -Manoar Bhure,9,Good Service & TAT
Mar-17,Cargo / AA,Mumbai,"Essar Oil Limited, (Satya verma",9,satisfied with wervice provided by Intertek
Mar-17,Cargo / AA,Mumbai, Amines Plastic,9,Nice service at all time
Mar-17,Cargo / AA,Mumbai,Atalantic Lubricants - Lalit,9,Good service provided by Intertek
Mar-17,Cargo / AA,Mumbai, BASF,9,nice service provided by Intertek at all time
Mar-17,Cargo / AA,Mumbai, Bharat Petroleum,9,Good turn around time for testing.
Mar-17,Cargo / AA,Mumbai, Castrol,9,Exvellent service & good TAT
Mar-17,Cargo / AA,Mumbai,Chemizol,9,Good service provided & reporting on timing
Mar-17,Cargo / AA,Mumbai,Solutia,9,Good service provider
Mar-17,Cargo / AA,Mumbai,Total India,9,good turn around time & prompt service
Mar-17,Cargo / AA,Mumbai, Castrol India Ltd,9,excellent service provided.
Mar-17,Cargo / AA,Mumbai, Castrol India Ltd,9,service is good at all times
Mar-17,Cargo / AA,Mumbai, Castrol India Ltd,9,Good service & TAT
Mar-17,Cargo / AA,Mumbai, Raj Petro specialities pvt ltd,9,good service provided at all times
Mar-17,Cargo / AA,Mumbai, Shell India,9,Excellent service provided at all times.
Mar-17,Cargo / AA,Mumbai,ZF Wind Power,9,Good service provided in all respects
Mar-17,Cargo / AA,Mumbai,VM marine,9,good service at all time
Mar-17,Cargo / AA,Mumbai,Cairn India,9,Good service & TAT maintained
Mar-17,Cargo / AA,Mumbai, cairn India - vijayanand,9,excellent services in all respects
Mar-17,Cargo / AA,Mumbai, Ocean sparkle ltd,9,satisfied with timely service
Mar-17,Cargo / AA,Mumbai, Nandan Petrochem ltd,9,SERVICE IS GOOD & GOOD TAT
Mar-17,Cargo / AA,Mumbai,Fuchs Lubricants india pvt ltd- u.s. rao,9,service is good & staff is very Much co-operative
Mar-17,Cargo / AA,Mumbai,Mahindra & Mahindra- Ujjawal Punetha,9,Good Service provided by Intertek
Mar-17,Cargo / AA,Mumbai, Standard Grease,9,Excellent service in all respects
Mar-17,Cargo / AA,Mumbai,AFTON - Jeenal Patel,9,satisfied with timely report
Mar-17,Cargo / AA,Mangalore,Mangalore Chemicals & Fertilizers Ltd,9,prompt response from operation team
Mar-17,Cargo / AA,Mangalore,BPCL,9,service is very good with good turn around time
Mar-17,Cargo / AA,Mangalore,samudra shipping,9,very good service provided by intertek
Mar-17,Cargo / AA,Haldia,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Better services provided by Intertek
Mar-17,Cargo / AA,Haldia,Himadri Chemicals & industries Limited,9,good service provided by Intertek
Mar-17,Cargo / AA,Haldia,MCC PTA India. corp. Private Limited,9,good service provided by Intertek
Mar-17,Cargo / AA,Haldia,Samudra Marine Services Pvt. Ltd,9,Best service provided by Intertek
Mar-17,Cargo / AA,Haldia,Interocean Insurance Surveyors & Loss,9,good service provided by Intertek
Mar-17,Cargo / AA,Indore,Omkar agrotech,9,service provided by intertek is good
Mar-17,Cargo / AA,Indore,A.K agri,9,Excellent service provided by Intertek
Mar-17,Agri,Indore,M/S Shiv Edibles ltd. ,9,"No issue, Good Service Provided"
Mar-17,Agri,Indore,Chaitanya Solvex Pvt Ltd.,9,good service at all time
Mar-17,Agri,Indore,Ruchi World wide Ltd,9,good service provided by Intertek
Mar-17,Agri,Indore,Nutrich Foods Pvt Ltd,9,Good service provided by intertek & no problem or any issue at all
Mar-17,Agri,Indore,Swastik Enterprises,9,Good service provide at all time
Mar-17,Agri,Indore,Devesh Agriexim Pvt Ltd,9,Very good service provided by Intertek
Mar-17,Agri,Indore,Phoenix Exports Indore-Jaipur,9,"everything is good,prompt & reliable service"
Mar-17,Agri,Indore,Sushil Corporation Indore,9,Excellent service in all respects
Mar-17,Agri,Indore,Tania Industries Pvt. Ltd Nagpur,9,"satisfied with timely report, good turn around time"
Mar-17,Agri,Indore,Sonic Biochem Indore,9,good service provided by Intertek
Mar-17,Agri,Indore,Mahakali Foods Dewas,9,service provided by Intertek is good & staff is very much co-operative
Mar-17,Agri,Indore,"Legacy Impex, Raipur & Gondia",9,good service provided at all times
Mar-17,Agri,Indore,"Asian Foods, Nadiad/ Indore",9,good co-operation from Intertek staff & best service provided by Intertek.
Mar-17,Agri,Indore,"Thakur Ji Solvex , Jalna",9,prompt service & always avaliable
Mar-17,Agri,Indore,"H R Exports, Delhi / Nagpur",9,good service at all time
Mar-17,Agri,Indore, Bio-Urja,9,prompt response from operation team & reliable service
Mar-17,Agri,Indore,Trimax International,9,satisfied with all services provided by Intertek
Mar-17,Agri,Indore," Annapurna Agro, Indore",9,Good service & excellent work done by Intertek
Mar-17,Agri,Indore,Gujrat Ambuja exports Ltd,9,good service provided by Intertek
Mar-17,Agri,Indore,Ruchi World Wide,9,Satisfied with timely & prompt service provided by Intertek
Mar-17,Agri,Indore,"Gayatri Global, Indore",9,good service provided at all times
Mar-17,Agri,Indore,"Summirdhi Nutrients, Dhule",9,very good service provided by intertek
Mar-17,Agri,Indore,samruddhi nutrients India Pvt Ltd,9,"Happy with our service,"
Mar-17,Agri,Indore,samruddhi nutrients India Pvt Ltd,9,"Happy with our service, No issue till date"
Mar-17,Agri,Indore,Olam agro India Ltd. cochin,9,happy with excellent service provided by Intertek
Mar-17,Agri,Indore,Louis Dreyfus commodities India Pvt Ltd- New Delhi,9,Appreciate quick response & satisfied with timely report
Mar-17,Agri,Indore,cargill India pvt ltd- Gurgaon,9,prompt & reliable service with good TAT
Mar-17,Agri,Indore,Mahesh Edible Oils industries limited - Kota,9,Excellent service in all respects
Mar-17,Agri,Indore,Sab miller India limited - Gurgaon,9,services are good & people are co-operative
Mar-17,Agri,Indore,Merchant Agri Global Pvt Ltd - Indore,9,prompt & reliable service.
Mar-17,Agri,Indore,Prudent Agri Commodites India Pvt Ltd- Gurgaon,9,Satisfied with timely report
Mar-17,Agri,Indore,Uday Rice traders,9,Satisfied with timely report
Mar-17,Agri,Indore,Louis Dreyfus commodities India Pvt Ltd- New Delhi,9,Good service provided at all times
Mar-17,Agri,Indore,Atalantic shipping pvt ltd - mumbai,9,satisfied with service
Mar-17,Agri,Indore,Cargill India Pvt Ltd - Gurgaon,9,prompt and reliable service
Mar-17,Agri,Indore,Prudent Agri Commodites India Pvt Ltd- Gurgaon,9,Happy with service provided.
Mar-17,Agri,Indore,Glencore Grains India Pvt Ltd,9,extremely happy with services
Mar-17,Agri,Indore,Saraf Trexim,9,Happy with service provided.
Mar-17,Agri,Kolkata,Son Cherry International,9,"Happy with intertek service , no issues"
Mar-17,Agri,Kolkata,Edible Agro Products Limited,9,excellent service provided by Intertek
Mar-17,Agri,Kolkata,Grain processing industries,9,service is very good
Mar-17,Agri,Kolkata,Fertinvest India Pvt. Ltd,9,good work & turnaround time is OK.
Mar-17,Agri,Kolkata,Legacy Impex- Mr. Shyam,9,good service provided by Intertek
Mar-17,Agri,Kolkata,shaleen overseas Limited,9,Good & reliable service provided at all time
Mar-17,Agri,Kolkata,supersonic distribution &service Mumbai,9,Happy with timely service
Mar-17,Agri,Haldia,Tata Chemicals Limited,9,Better agency in haldia as compare to other agency
Mar-17,Agri,Haldia,Samudra marine services pvt ltd - Gandhidham,9,appreciate quick response
Mar-17,Agri,Jamnagar,"Bharat Oman Limited, Sunil Datta",9,very good service provided by Jamnagar
Mar-17,Agri,Mumbai Chandivali,Pratishtha Commercial Private Limited,9,Service is good
Mar-17,Agri,Mangalore,cargill India pvt ltd-,9,good service provided by intertek
Mar-17,Agri,Mangalore,mangalore chemicals & fertilizers ltd - Managalore,9,Prompt & Reliable service
Mar-17,Agri,Mangalore,Mangalore refinery & Petrochemicals Ltd - mangalore,9,happy with over all services.
Mar-17,Agri,Mangalore,Glencore Grains India (P) Ltd.,9,Happy with service provided by intertek
Mar-17,Food,Delhi,Finns Frozen,9,co-operation and timely communication
Mar-17,Food,Delhi,"""Zeon Lifesciences Ltd. """,9,Facilities being availed are very helpful and inputs provided are value addition
Mar-17,Food,Delhi,Eagle Chemical Works,9,followups are rigorous and services are good
Mar-17,Food,Delhi,Galpha Labs,9,Services are great.
Mar-17,Food,Delhi,DCP India,9,good services
Mar-17,Food,Delhi,Huhtamaki PPL Limited Rudrapur,9,auditing servies are great and their purpose is not to find the gap but improvement process
Mar-17,Food,Delhi,Vishaka Polyfeb,9,guidance given are very good and communications are very smooth
Mar-17,Food,Delhi,Dabur India Limited,9,Certification process with Intertek are best in comparison to TUV & SGS. On the basis of our certification Dabur is able to markent Honey all over India
Mar-17,Food,Gurgaon,Marudhar Beverages & Foods,9,everything is good
Mar-17,Food,Gurgaon,"""Sai Packaging Company """,9,Services are really good we are satisfied.
Mar-17,Food,Gurgaon,"""Godfrey Phillips India Ltd. """,9,there's always a scope of improvement
Mar-17,Food,Gurgaon,Hindustan Unilever Limited,9,"was talking to my team, and we got good feedback"
Mar-17,Food,Gurgaon,"""Hygia India (A Division of Rosario Cosmetic Pvt. Ltd) """,9,Tat is delayed at times
Mar-17,Food,Gurgaon,"""Kerry Ingredients India Pvt Ltd",9,1 reports was slightly delayed. Test all the services are satisfactory
Mar-17,Food,Gurgaon,"""Dynemic Products Ltd. """,9,satisfied with services. Tat issues and a lot of follow up is required.
Mar-17,Food,Gurgaon,"""Vee Kay Aquatech Pvt. Ltd. """,9,Good services
Mar-17,Food,Gurgaon," ""Pretty Petals (P) Ltd. """,9,Services are great.
Mar-17,Food,Hyderabad,Symega Savoury Technlogy Ltd,9,Services are good
Mar-17,Food,Hyderabad,Olam Agro India Pvt Ltd,9,the services are good.
Mar-17,Food,Hyderabad,CORBETT RIVERSIDE RESORT,9,"Its good, wating for the hard copies of the reports."
Mar-17,Food,Hyderabad,M/s. Ushodaya Enterprises Pvt.Ltd (Foods Division),9,No issues
Mar-17,Food,Hyderabad,Sublime Foods Pvt. Ltd,9,Reports received in time
Mar-17,Food,Hyderabad,The Water base limited,9,Best services compated to other competent laboratories.
Mar-17,SL,Chennai,MEENAKSHI INDIA LIMITED,9,"No concern & no issues happy,"
Mar-17,SL,Chennai,ASIA APPARELS,9,Going good happy with service.
Mar-17,SL,Chennai,GEMINI ENTERPRISES,9,Happy with service no issues .
Mar-17,SL,Gurgaon, Theme India,9,Quiet happy with services.
Mar-17,SL,Gurgaon,Euro safety footwear,9,Very happy with the services.
Mar-17,SL,Gurgaon,Kashyap footwear,9,Happy with services.
Mar-17,SL,Gurgaon,Vardhaman fabrics,9,Good services.
Mar-17,SL,Gurgaon,Tirubala International Ltd,9,Very Happy
Mar-17,SL,Gurgaon,HOMERA TANNING INDUSTRIES P. LTD.,9,Happy
Mar-17,SL,Gurgaon,Amar shoe,9,Happy with services.
Mar-17,SL,Tirupur,Armstrong Knitting Mills,9,On time test reports / No issues 
Mar-17,SL,Tirupur,Ravi Home Fashion,9,Accuracy / Good Service
Mar-17,SL,Tirupur,NSP Knitting Mills,9,No Issues
Mar-17,SL,Tirupur,Revathi Garments,9,Good response & support
Mar-17,SL,Tirupur,Greenway Clothing,9,Hapy with our service
Mar-17,SL,Tirupur,Asia Pacific International,9,Good Tat / Communication
Mar-17,SL,Tirupur,Clifton Exports,9,Happy with our service
Mar-17,SL,Tirupur,CMS Exports,9,No problems
Mar-17,SL,Tirupur,Navitaa Export,9,Happy with our service
Mar-17,SL,Tirupur,Glacier Apparels,9,No problems faced yet
Mar-17,SL,Bangalore,GO GO INTERNATIONAL PVT LTD / BLR,9,"NO concern, no issues found"
Mar-17,SL,Bangalore,TRIMAX APPARELS,9,Good Services
Mar-17,SL,Bangalore,SRI MARUTHI GARMENTS,9,"Fine , good support ,no concern happy with service"
Mar-17,SL,Bangalore, LACROSS IND,9,"Good concern , no issues"
Mar-17,SL,Bangalore,BOMBAY RAYON FASHIONS LIMITED/BLR,9,"no issues, no concern"
Mar-17,SL,Bangalore,AQUARELLE INDIA PVT LTD,9,Good service and no concern
Mar-17,SL,Bangalore,OCEAN INDIA PVT. LTD/VISAKHAPATNAM,9,"Not facing any problem , good service"
Mar-17,SL,Bangalore,PEARL GLOBAL LTD.,9,"Happy with service ,no concern"
Mar-17,SL,Bangalore,BLR KNITS,9,Good service and happy no concern.
Mar-17,SL,Bangalore,MAF CLOTHING PVT LTD /BANGALORE,9,"Service is really good, enjoying working with intertek"
Mar-17,SL,Bangalore,RILIEVI INDIA PRIVATE LIMITED,9,Good service no concern (analytical)
Mar-17,SL,Bangalore,BHARAT TISSUSE PVT LTD,9,Happy with service (analytical)
Mar-17,SL,Bangalore, VIMAL EXPORTS GLOBAL LLP,9,"happy with service , no issues (analytical)"
Mar-17,SL,Bangalore,JEANS KNIT PVT. LTD. / BLR,9,NO CONCERN GOOD SERVICE (ANALYTICAL)
Mar-17,SL,Bangalore,RENAE FASHION,9,Good service (analytical)
Mar-17,SL,Bangalore,Clariant Chemicals (India) Ltd,9,No Concern (analytical)
Mar-17,SL,Bangalore,WRITEFINE PEODUCTS PVT LTD,9,"Very good service, (analytical)"
Mar-17,SL,Bangalore,Pidilite Industries Limited,9,"very happy with service, (Analytical)"
Mar-17,SL,Bangalore,Indus intex private limited,9,"good service,"
Mar-17,SL,Bangalore,GOKALDAS EXPORTS/BLR,9,"Good very good, no concern."
Mar-17,SL,Bangalore,AMBATTUR CLOTHING LIMITED/CHENNAI,9,"Good service, no concern"
Mar-17,SL,Bangalore,CLASSIC APPARELS,9,Happy with service
Mar-17,SL,Bangalore,Bharat TISSUSES,9,Good service no concern  
Mar-17,SL,Bangalore,SHAHI EXPORTS PRIVATE LIMITED / BLR,9,"All going good, no isses and no concern."
Mar-17,SL,Bangalore,TEXXCO APPARELS,9,Good and happy with service
Mar-17,SL,Bangalore,GARMENT HOUSE,9,"Good service, no issues found"
Mar-17,SL,Bangalore,SHAKTI TRENDZ,9,"very happy with service, no issues found as such till now, running good very happy with service."
Mar-17,SL,Mumbai,Dia Gold,9,"Systematic way of working,all the required documents or certain procedure found to be in place and traceable.Moreover everyone are soft spoken and polite."
Mar-17,SL,Mumbai, FREE STYLE CLOTHING,9,"Services found to be good, no issues."
Mar-17,SL,Mumbai,GOOD FUTURE GARMENTS FACTORY LIMITED,9,"COMPARE OTHER COMPETITOR LABS, INTERTEK ALWAYS GIVEN TOP PRIORITY. Intrested in conducting corelation exercise certain test (like Dimensional stability to washing test )between their inhouse lab and intertek."
Mar-17,SL,Mumbai,GENUINE CREATIONS,9,"Authentic reports,cooperative staff ,for any urgent testing request received prompt and timely service.Assured to be with Intertek for their upcoming new buyer order from next month."
Mar-17,SL,Mumbai,MARIAMS,9,Prompt response and very helpful team.Appreciate clear communication from Customer coordinator and Operations team.
Mar-17,SL,Mumbai,AAGAM AAPARELS PVT LTD.,9,Good cooperation and prompt response from the team.Sometimes has to do follow up for the reports.
Mar-17,SL,Mumbai,BERGNER IMPEX (INDIA) PVT. LTD. MUMBAI,9,"Fully satisfy with Inspection services ,very cooperative team always ready to help and receives timely and prompt response."
Mar-17,SL,Mumbai,ANAND PEN,9,"Satisfy with the services-all request are accepted and never declined.One suggestion,as they exports goods nealry 200-300 cartons for inspection at one factory.But at times 70 to 80% goods are only available at one factory & balance 20% goods are to be packed at another factory which is one or two Kms away.Expects QE's to be flexible in such case."
Mar-17,IS,Delhi,"Inox India Pvt. Ltd., Kalol, Gujarat",9,Excellent & on time service.
Mar-17,IS,Delhi,"PTCUL, Dehradun",9,Moody has been working with us since 2014. They are performing satisfactorily.
Mar-17,IS,Kolkata,ESSAR PROJECTS (INDIA) LIMITED,9,Timely response; responsibility; right trained manpower
Mar-17,IS,Kolkata,BPCL,9,Intertek has been submitting all required reports and other records within deadline. Moreover they are very transparent in handling any complaint/issues that were raised till now and have resolved them efficiently in timely manner. Intertek is in regular touch with us and keeping us updated on the field operations.
Mar-17,C & P,Mumbai,Sun Pharma,9,Customer is satisfied with TAT and results
Mar-17,C & P,Mumbai,Watson Pharma Pvt Ltd ambernath,9,"Customer is satisfied with TAT and prompt response, service and quality of results"
Mar-17,C & P,Mumbai,Sandoz Pvt Ltd,9,Customer is happy with TAT and service getting from Intertek.
Mar-17,C & P,Mumbai,"""Cadila Pharmaceuticals Ltd. """,9,customer is satisfied with TAT and service along with report.
Mar-17,C & P,Mumbai,OCSPL,9,Customer is happy with service and as per customer feedback our cost of testing is high as compare to competitor
Mar-17,BA,Indore, Perfect Auto Engineers,9,Audit is very informative one. Auditor came on time to our campus. All process is very neat & clear. No doubt. He gave me many suggestion how to close the NC's. Good.
Mar-17,BA,Jaipur,Patil Rail Infrastructure Pvt. Ltd.,9,Audit goes well. Auditor gave new knowledge about audit. Also gave many updates & input to develop our self. We are satisfy.
Mar-17,BA,Jaipur,UP-MEDIA VENTURES PVT. LTD.,9,All Procedure he completed very neatly. No issues with him. Both the audits goes very clearly
Mar-17,BA,Mumbai,Tawakkal Salt Works Pvt. Ltd.,9,"Auditor is well trend. We are well aware about ITS procedure, so no issue. We are implementing the ideas. Which is been given by auditor. And it is very useful for us. We are very happy with him."
Mar-17,BA,Mumbai,D'décor home fabrics pvt. Ltd.,9,Auditors are very good & fine. They have done their job very perfectly. All the sessions has been done in timely manner. We are performing the audit through ITS past several years. No issue. Only our report is pending. Kindly send the same ASAP
Mar-17,BA,Mumbai, Almats Branding Solutions Pvt Ltd,9,Auditor is very proper. Where ever needs he gave us many inputs for improvements. And all documents we present what ever asked by him. We have already performed Disney audit through ITS. Good.
Mar-17,BA,Mumbai,PRECIOUS INDUSTRIES,9,"All process goes very well. Auditor reaches on time, and done whole audit very properly. Very good, no issue. We are performing the continuous audit through ITS."
Mar-17,BA,Mumbai, TTK Prestige Limited,9,Everything was good. So don’t have any feedback
Mar-17,BA,Delhi,Snow Leopard Adventures P. Ltd.,9,Auditors are very excellent & knowledgeable. He gave us many suggestions & new updation about ISO certification. We need know about ISO 9001 : 2015 version. Kindly provide updates to proceed
Mar-17,BA,Delhi,GAD FASHIONS (I) PVT.LIMITED,9,It was okay. No feedback
Mar-17,BA,Delhi,Sumanglam footwear pvt ltd.,9,Perfect in both testing & auditing.
Mar-17,BA,Panchkula,Marks Fine Printers,9,Auditor is very good & knowledgeable person. He co-operate very properly. He gave many suggestions. We are satisfied
